"TF","logFC","AveExpr","t","P.Value","adj.P.Val","B","diff_activity"
"CEBPB",0.0418564127775283,-1.15255868465328,2.23417916831304,0.0255620137207813,0.0781896890282723,-4.29371238740582,0.0418564127775312
"STAT2",0.0681892833520372,4.70821394014405,2.06723251290567,0.0388180296210578,0.112140974460834,-4.64744819820852,0.0681892833520381
"MITF",0.0182183160952091,-0.846127259906215,1.80359475662922,0.0714188088888283,0.195462003274688,-5.15032203388754,0.01821831609521
"SMAD4",0.0166950539087511,-3.36783061394432,1.714169390824,0.0866252872217802,0.205996188128082,-5.30538066310668,0.0166950539087516
"HNF1A",0.0260256562861256,-5.8041440816023,1.71011540003567,0.087372334979825,0.205996188128082,-5.31222373133582,0.0260256562861141
"ELK1",0.018607408110216,0.772337871214716,1.69424303959977,0.0903473980699499,0.205996188128082,-5.33886047813767,0.0186074081102199
"MYB",-0.0214554141348937,-0.791634566739598,-1.69022303058863,0.0911136985951134,0.205996188128082,-5.34556746879425,-0.0214554141348938
"POU2F1",-0.0172057558551004,-0.623599945904094,-1.5575790274899,0.119463442497675,0.258837458744963,-5.55795446675787,-0.0172057558551025
"BACH1",0.01499111530519,1.98636552678369,1.52704883617,0.126879160311055,0.261448852189325,-5.60438787883626,0.0149911153051956
"JUN",0.0217184071435983,-3.92487596689795,1.51176267371983,0.130724426094663,0.261448852189325,-5.6272919805966,0.0217184071435979
"ZNF263",-0.0945023531852776,1.19661928698921,-1.48011690770944,0.138971829813337,0.26764945001087,-5.67397764416692,-0.0945023531852764
"FOXA1",0.0174126563758215,-3.44660280430783,1.42356024464113,0.15470233805223,0.287304342096999,-5.75495794175935,0.0174126563758112
"FOXO3",-0.0145147009372892,3.52115176044367,-1.30848495822767,0.190832758028748,0.342182876465341,-5.91000394029114,-0.0145147009373026
"GATA2",-0.0133307322560088,0.0270722184400867,-1.21072218690699,0.226119772912282,0.391940939714622,-6.03147667037764,-0.0133307322560088
"FOXM1",-0.00966571896371127,-1.41440619652697,-1.07633101044144,0.281886213205083,0.456738614893046,-6.18309042109602,-0.00966571896370971
"PPARA",-0.0119315903657196,-3.30329082522625,-1.06738164843902,0.285905681769389,0.456738614893046,-6.1925545316507,-0.0119315903657071
"FOXO1",0.0104456967831348,-0.141312186537651,1.03465059899809,0.300935185805659,0.456738614893046,-6.2264958286309,0.0104456967831345
"FOS",0.0145187397582303,-1.84450263281548,1.0166387287158,0.309426647639628,0.456738614893046,-6.24472321681944,0.0145187397582311
"SP1",0.0158574370669116,-3.0392850323092,1.01434469076452,0.310519405478451,0.456738614893046,-6.247021743018,0.0158574370669196
"GATA3",-0.0114645769696588,0.124067243326938,-0.99030049085849,0.322125975394836,0.456738614893046,-6.27080082676457,-0.0114645769696588
"SP3",0.0141227010449225,-3.71871785683761,0.98446084971193,0.324987091366206,0.456738614893046,-6.27649005636733,0.0141227010449319
"HIF1A",-0.0134480192664963,0.768146717775507,-0.966263739409101,0.334008488836143,0.457064247881037,-6.2940028460579,-0.0134480192664959
"EGR1",-0.00676135270072131,-1.63433801601556,-0.71988327152721,0.471666179764215,0.628888239685621,-6.49897719933893,-0.00676135270072686
"FOXP1",-0.0199922738288212,-7.46867182140126,-0.652038964381208,0.514437774617487,0.654484696746133,-6.54490617983289,-0.0199922738288372
"RELA",-0.0122724683216083,-0.960912288224923,-0.649562987754566,0.516036010895989,0.654484696746133,-6.54649647360729,-0.0122724683216071
"CREB1",-0.00525248143065316,-3.56984337777666,-0.555174775016561,0.578826279950494,0.716642060891088,-6.60261076877367,-0.00525248143065715
"CTCF",-0.00769834205622866,-1.33439303955424,-0.488540492074689,0.625211185726227,0.756069340878228,-6.63693174258143,-0.00769834205622866
"USF1",-0.00367185972348705,0.847580420056622,-0.361782803570794,0.717545835005449,0.848008714097349,-6.69012471994351,-0.00367185972348716
"STAT1",0.00858582958834164,2.82078092213322,0.30515526035659,0.760274069895776,0.878538925212897,-6.7087637080024,0.00858582958834786
"NFIC",0.00251980878400437,-1.33072144269985,0.268562855355017,0.78828892272523,0.891109216993738,-6.71912476229716,0.00251980878400082
"IRF1",0.00350509505540442,0.926115188746811,0.214388045584037,0.830262471929945,0.89974259681061,-6.73203752239946,0.00350509505540375
"SMAD3",0.00211854330453232,-2.71652555489939,0.185559996633762,0.852805331182522,0.89974259681061,-6.73772789821759,0.0021185433045332
"E2F1",-0.00194920335263299,-0.170476123639869,-0.182254094583658,0.855398542062533,0.89974259681061,-6.73832802308699,-0.00194920335263341
"NFKB1",0.00331313569169311,-1.17994979226456,0.159364365503818,0.87339507143774,0.89974259681061,-6.74218730124617,0.00331313569169467
"ETS1",-0.00173701229381051,1.48525460283655,-0.147892546527641,0.882439854564252,0.89974259681061,-6.74392694000004,-0.00173701229381118
"RARA",0.00109716026913231,-1.86608454763267,0.100304039065256,0.920111234745752,0.920111234745752,-6.74975634734649,0.00109716026912943
