"TF","logFC","AveExpr","t","P.Value","adj.P.Val","B","diff_activity"
"E2F4",-0.171168741935785,4.04295565233585,-2.66386740405707,0.00784963851383607,0.0214832211957619,-3.24583492689878,-0.171168741935781
"ELK1",0.0545976186391447,0.768112215921083,2.50645311372153,0.0123534737255476,0.0321190316864238,-3.64483476063413,0.0545976186391463
"IRF1",0.078311210843849,0.935105721837995,2.27547128627225,0.0230895574267881,0.0571741421996658,-4.18685236130963,0.078311210843848
"SPI1",0.0716468901900598,5.729499944879,2.15991116116693,0.0310177596621448,0.0730946154476664,-4.43857816366388,0.0716468901900651
"MYB",0.0560997260102953,-0.769634666121163,2.14330724950797,0.0323303106787755,0.0730946154476664,-4.47367928767378,0.0560997260102974
"SP1",0.0679561781701401,-3.03980355531105,2.12406487712105,0.0339107883406398,0.0734733747380528,-4.51402247122253,0.067956178170149
"GATA2",-0.0479716587774615,0.0288253986771709,-2.08498944398782,0.0373246492379715,0.0776352704149808,-4.59483778616958,-0.0479716587774615
"E2F1",0.0456465857834529,-0.162643805097312,2.02304008473359,0.0433359549755327,0.0866719099510654,-4.71991206099798,0.0456465857834529
"NFKB1",0.0812950859315875,-1.17040536617004,1.91749313673796,0.0554613039524634,0.106814363167707,-4.9243897811144,0.0812950859315873
"FOXO3",0.0402215335261267,3.53636134607793,1.75984712871033,0.0787409089152894,0.146233116556966,-5.20954515739384,0.0402215335261213
"AR",-0.0299847139133529,1.42896847153254,-1.73409498710734,0.0832108796815773,0.149205715291104,-5.25381841511221,-0.0299847139133553
"TFAP2A",-0.0396256806430078,-1.47753964005319,-1.63956164562215,0.101412363562029,0.175781430174184,-5.41077823721746,-0.0396256806430091
"FOXA1",-0.0378664178937522,-3.46335497692806,-1.53298478317007,0.125597402671239,0.207730454467485,-5.57724152956775,-0.0378664178937544
"FOXO1",0.0325234530249826,-0.143414781216323,1.52396902275064,0.127834125826145,0.207730454467485,-5.59081276833202,0.0325234530249826
"HIF1A",0.036608835461408,0.782144061501204,1.29870213050308,0.194346990248788,0.306243742210212,-5.90402041202714,0.0366088354614073
"ZNF263",-0.157626267182866,1.23529518809687,-1.19327539669234,0.233045908372462,0.356423153981412,-6.03349006242364,-0.157626267182863
"GATA3",0.0283662942238489,0.135591104770289,1.16795038140703,0.243106491186801,0.361186786906104,-6.0629635526953,0.0283662942238489
"SMAD4",0.0227478109150812,-3.37539675132084,1.12964803893269,0.258896745095687,0.373961965138214,-6.10634224396751,0.0227478109150758
"FOXM1",-0.0176809708513375,-1.41067468989533,-0.937017094255991,0.348977081491222,0.490454276690366,-6.30262428159796,-0.0176809708513379
"PPARA",0.0209826865798499,-3.29252600010075,0.904528397198118,0.365934180468552,0.49191527389438,-6.33212960160935,0.0209826865798592
"EGR1",0.0170108294367308,-1.62750120012967,0.898875384637271,0.368936455420785,0.49191527389438,-6.33715735521447,0.0170108294367322
"PPARG",0.0216852670894032,-0.448849308668629,0.858107624352771,0.391039638909259,0.508351530582036,-6.37248409497344,0.0216852670894034
"FOS",0.0242148997590312,-1.85044481037958,0.807913189507449,0.419333613687164,0.531837753944696,-6.41373081828079,0.0242148997590308
"WT1",0.0143313035762855,1.17627741056387,0.682589865894664,0.49502488096909,0.612887947866492,-6.50587714280446,0.0143313035762846
"RELA",0.0225504129418265,-0.949700621299278,0.585305431852502,0.558475043545766,0.675365168939066,-6.5667338653941,0.0225504129418278
"SP3",-0.0163122948602927,-3.73023329046544,-0.558885817213205,0.576365374831915,0.681159079346809,-6.58164947028655,-0.0163122948602914
"CREB1",-0.00946394875259182,-3.5677948922508,-0.508799388598815,0.611005618323672,0.69714878815516,-6.60803692924531,-0.00946394875259315
"POU2F1",-0.01128919356298,-0.614053779115034,-0.500677879244399,0.616708543368026,0.69714878815516,-6.61208251313674,-0.0112891935629809
"PRDM14",-0.0324193246287394,-3.69516797693849,-0.294950666146443,0.768093080871442,0.849805110751382,-6.69285957103589,-0.0324193246287465
"ETS1",0.00371584243167722,1.48691687333559,0.156482502102625,0.875684446242082,0.936946754088948,-6.72371128937109,0.00371584243167766
"STAT1",0.00569905184108599,2.81602674088521,0.101307025555762,0.919327144364849,0.936946754088948,-6.73073172877297,0.00569905184108732
"HNF1A",0.0027177630290911,-5.82064938932838,0.0876610568147887,0.930163706757187,0.936946754088948,-6.7320044974421,0.00271776302908933
"STAT2",-0.00529956095189732,4.66318189891146,-0.0796387570609426,0.936540579208054,0.936946754088948,-6.73266694554163,-0.00529956095190443
"FOXP1",-0.00485666843727905,-7.45639119676646,-0.0791279559092311,0.936946754088948,0.936946754088948,-6.73270697402652,-0.00485666843728705
