"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
1417.75864960639,-0.219205334067428,0.0268623048912637,-8.16033229295672,3.34104156680773e-16,2.09483306238845e-13,"FAM20B"
11353.7694562917,-0.4169410448049,0.0580790008126698,-7.17886049985118,7.029482475154e-13,2.20374275596078e-10,"RIOK3"
1919.29573332543,-0.159513562096205,0.0261954076575658,-6.08937124328866,1.13354987224201e-09,2.36911923298579e-07,"PFKL"
222.386648257074,0.389316106269519,0.0646485799346198,6.0220364726223,1.72236068837254e-09,2.69980037902396e-07,"BMX"
10190.7216106994,0.110316959867255,0.0189550352464477,5.81992902851127,5.88726202528128e-09,6.51723407018191e-07,"TGFBR2"
3978.32071807117,0.114721746915033,0.0197445925004903,5.81028688802689,6.23658762696834e-09,6.51723407018191e-07,"PIK3CG"
2062.81521088331,-0.249309841465426,0.0433416855437309,-5.75219533660907,8.80919277850473e-09,7.89051981731781e-07,"DCK"
8526.68904561714,-0.202889874164746,0.036648042322032,-5.53617222939009,3.09153571265884e-08,2.42299111479636e-06,"UHMK1"
93.487598179052,0.173460113329927,0.0322762427907567,5.37423498932171,7.69085047254806e-08,5.13681932657293e-06,"TSSK6"
16.9228263961431,0.47680965040306,0.0891092593329348,5.35084293116586,8.75454832403455e-08,5.13681932657293e-06,"AURKB"
228.051366207794,0.324512681177855,0.0607065395210558,5.34559676334868,9.0119637308297e-08,5.13681932657293e-06,"EPHB4"
7283.8526761151,0.127182965925945,0.0244428087957098,5.20328768223512,1.95793417751898e-07,1.02302060775367e-05,"RAF1"
2354.39988214164,-0.2423965198227,0.0467709426137582,-5.18263063082668,2.18778034820212e-07,1.05518329101749e-05,"CMPK1"
25.7673186609595,0.963133818869439,0.187619613888194,5.1334388708602,2.84495460879719e-07,1.27413324265417e-05,"ERBB3"
2217.26248202973,-0.216167974665179,0.042297238303121,-5.11068767932369,3.20988254931129e-07,1.34173090561212e-05,"HK1"
1592.13663075304,0.196899971725504,0.0386818630685238,5.09024013079982,3.57610356024456e-07,1.40138558267084e-05,"NUAK2"
2861.26379353849,0.113216377955376,0.0224790237867518,5.03653446116732,4.74035799757857e-07,1.73834169832505e-05,"MAPKAPK3"
681.550719349564,0.188164626044139,0.0374331857681804,5.02667946055732,4.99045463633986e-07,1.73834169832505e-05,"DGKG"
15.8524335458098,0.760355366357813,0.151980399121613,5.00298308697942,5.6449895200823e-07,1.86284654162716e-05,"PAK6"
3984.41743426249,-0.258051775132864,0.0521264164338585,-4.9504990518636,7.40234179082438e-07,2.28116633536625e-05,"EIF2AK1"
523.462530562971,0.0731133219824092,0.0147872797101215,4.94433887879765,7.64027002275776e-07,2.28116633536625e-05,"POMK"
1669.86632012884,-0.162654699209928,0.0330425762106266,-4.92257922545451,8.54109687710044e-07,2.43421260997363e-05,"MAP4K5"
2498.04260422937,0.146694317370641,0.0301563649614267,4.86445622866945,1.14771902066487e-06,2.93387312224006e-05,"MKNK1"
31.1629425243341,0.701739524524489,0.144443532620061,4.85822737644003,1.1844134815994e-06,2.93387312224006e-05,"ROR1"
348.479752150165,0.109802096962839,0.0226117368222158,4.85597801823695,1.19793991220692e-06,2.93387312224006e-05,"PHKG2"
2188.90366965252,0.179025921159477,0.0368903883828094,4.85291505477621,1.21659810491613e-06,2.93387312224006e-05,"PFKFB4"
23.8207933203319,0.638476756133649,0.132055482705559,4.8349128945842,1.33203949734101e-06,3.09329172160302e-05,"MAPK12"
817.016744467481,0.124062613230845,0.0257841089982176,4.81159202512761,1.49732762138029e-06,3.35294435216229e-05,"STK35"
20.0743320919961,0.731333979720286,0.15252914851365,4.7947162024237,1.62905287619471e-06,3.41986527675272e-05,"WNK4"
20.0569958070773,0.674444642765341,0.140690252872702,4.79382635963831,1.63629917547977e-06,3.41986527675272e-05,"MST1R"
3532.1819324836,-0.159058783798618,0.0334466912072986,-4.75559100339076,1.97866701063379e-06,4.00201359892705e-05,"PANK3"
871.364966252596,0.121288516160657,0.0255705963886149,4.74328069307997,2.10284575679636e-06,4.12026340472288e-05,"CDKL5"
9178.11498895285,0.124389394208732,0.0262810277317086,4.73304908310927,2.21171977946822e-06,4.20226758098961e-05,"SYK"
30.7071398597135,0.800912026687949,0.171437642318129,4.67173962414704,2.98659406979457e-06,5.5076308287094e-05,"FRK"
42.7142756898008,0.479859714029203,0.103021926409389,4.65784062435733,3.19543434600654e-06,5.72439238556028e-05,"MAP3K15"
79.6312061763314,0.4324556583586,0.0931547678602628,4.64233520507835,3.44493376164221e-06,5.92524860049561e-05,"MOK"
30.8808788255836,0.575851359243047,0.124125643065066,4.63926184004692,3.49655818530044e-06,5.92524860049561e-05,"BRSK1"
457.504435674509,0.131446427108764,0.0287813449616216,4.56707034657486,4.94588064936191e-06,8.16070307144715e-05,"FGGY"
1937.62990462784,0.135315476968787,0.0298003196330733,4.5407391140399,5.6057362128185e-06,8.91892431753975e-05,"LMTK2"
1702.67795023328,0.135662406797169,0.0298974162924337,4.53759634177824,5.68990387083876e-06,8.91892431753975e-05,"NEK6"
2281.21290568319,0.175325107956323,0.0389148171683879,4.50535607549371,6.6261737314467e-06,0.0001013319738931,"DAPK2"
4089.26880800111,0.170325471371187,0.0378679384457087,4.49788074984286,6.86341735877276e-06,0.000102238043066489,"IGF1R"
19.3368518821246,1.00039520603347,0.22263965745754,4.49333787815524,7.01154043358696e-06,0.000102238043066489,"ERBB4"
1114.46526577261,0.171543566206062,0.0382225622360789,4.48801849406472,7.18886895059803e-06,0.000102441382546022,"CDK14"
