"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
1877.28915490651,-0.288286720356721,0.025336801075545,-11.378181464075,5.37079886594739e-30,3.36749088894902e-27,"PFKL"
980.445719603211,-0.242325822837988,0.0223529926619129,-10.8408671046041,2.20372331681709e-27,6.90867259822158e-25,"TAOK2"
523.64850137593,0.148196537859651,0.0140279411482971,10.5643826341288,4.35826880288368e-26,9.1087817980269e-24,"POMK"
1240.50062086893,0.120560616614542,0.0127043501278179,9.48971142967464,2.31674715714517e-21,3.63150116882506e-19,"PIP5K1A"
2535.55407759142,-0.263760647305155,0.0292677285470342,-9.01199581926158,2.0234005066144e-19,2.53734423529446e-17,"MAP3K11"
375.429021082189,-0.242892724601576,0.0286194145812076,-8.48699137127237,2.12055506579556e-17,2.21598004375636e-15,"GLYCTK"
588.492352981934,-0.211808335010275,0.0271845426792964,-7.79149892308421,6.62188780196895e-15,5.93131950262076e-13,"RPS6KA4"
1480.04045606622,0.10879250207381,0.0140896684781501,7.72143803401209,1.15024519395128e-14,9.01504670759317e-13,"MAPKAPK5"
179.634932852937,-0.280665862359507,0.0365948645262887,-7.66954232493154,1.72611139345484e-14,1.20252427077354e-12,"MVK"
708.959030776521,-0.234885952583505,0.0310836670678918,-7.55657149687247,4.1383246870843e-14,2.59472957880185e-12,"IRAK1"
6932.89585082824,0.318794086954586,0.0443096339609184,7.19469014877818,6.2602766941117e-13,3.56835771564367e-11,"TTN"
1799.69265159676,-0.324350069957196,0.0462038242634629,-7.01998319679538,2.21894929875581e-12,1.15940100859991e-10,"TNK2"
5005.12300858312,-0.161237426157433,0.023204986004672,-6.94839575102393,3.69463365355275e-12,1.78195023136737e-10,"TYK2"
926.197735711122,-0.200232465899959,0.0291862931296177,-6.86049663829242,6.86215587447876e-12,3.07326552378442e-10,"PNKP"
589.092791326229,-0.2646868802742,0.0400000163654172,-6.6171692995366,3.66142096149504e-11,1.53047396190493e-09,"DGKQ"
5115.57189111769,-0.207821925477661,0.0324434841429316,-6.40565990268154,1.49720374998506e-10,5.86716719525395e-09,"HK3"
184.924084628912,-0.292725709351451,0.0458079575739787,-6.39028074715416,1.65581464549945e-10,6.10703401604796e-09,"COASY"
292.953103493191,0.257233210549592,0.0407171414994697,6.31756555289969,2.65715741668064e-10,9.25576500143755e-09,"NME4"
2095.42436797938,-0.230585685326109,0.0366477016460013,-6.29195488310435,3.13492609739636e-10,1.0345256121408e-08,"GAK"
92.9012571239946,0.189599406518654,0.0313127317690551,6.05502604873415,1.4039494410014e-09,4.40138149753939e-08,"TSSK6"
4509.3025261711,-0.181236015254507,0.030004945969065,-6.04020468629943,1.5391884699179e-09,4.5955770030406e-08,"GRK2"
188.433177369586,0.329064212829507,0.0557145386279429,5.90625393179635,3.49974393699781e-09,9.68310719506679e-08,"HKDC1"
1458.37531550079,-0.317677288700934,0.0538088625173486,-5.9038097785195,3.55201699340568e-09,9.68310719506679e-08,"OBSCN"
1020.04625687283,-0.152224823638699,0.0259187076746965,-5.87316410792003,4.2755484043219e-09,1.1169870206291e-07,"PFKP"
3263.60571717763,-0.123417850191738,0.021199849619757,-5.82163800240922,5.82736593396605e-09,1.46150337623869e-07,"AKT1"
579.20251410344,-0.0944784862520004,0.0162909666029759,-5.79944017776957,6.65366688649682e-09,1.56331368000048e-07,"PIP4K2C"
1438.98734953585,0.15894878904969,0.0274168866512483,5.79747770312401,6.73197278469107e-09,1.56331368000048e-07,"CASK"
6383.9919386296,0.168905568135814,0.0293112261896491,5.76248728193638,8.28832904117493e-09,1.85599368172024e-07,"ITK"
2355.39645830839,0.0934944472263141,0.01634122185568,5.72138656778696,1.05658189260251e-08,2.28440291952336e-07,"TLK2"
2002.45972633551,-0.217413720571739,0.0383123043671213,-5.67477535384999,1.38870773880316e-08,2.90239917409859e-07,"STK40"
612.184030956689,-0.105060906104236,0.0186329351191561,-5.63845177543853,1.71585857545112e-08,3.47046234454146e-07,"COQ8B"
6839.96374855854,0.0834156548066773,0.0148844177400439,5.60422693474008,2.09186488815952e-08,4.09874776523755e-07,"CDK13"
131.968168553464,0.133038600041436,0.0239045763196821,5.56540296980276,2.61547287057597e-08,4.96939845409434e-07,"DOLK"
418.720158958831,0.121117235944616,0.021880627814831,5.53536383734476,3.10582940300493e-08,5.57459602410031e-07,"TESK2"
944.357532198868,0.1004473799295,0.0181475884422519,5.5350263341676,3.11181596241644e-08,5.57459602410031e-07,"NLK"
623.795787950022,-0.347463031532568,0.0628351275809011,-5.52975771530351,3.20673375067954e-08,5.58506128243354e-07,"ULK1"
10093.0069109973,0.0996951796438519,0.0180579405429434,5.52084992232462,3.37363834902924e-08,5.71694931038198e-07,"TGFBR2"
3734.42324156393,0.155563581527436,0.0282064122304431,5.5151849961101,3.48413268895357e-08,5.7488189367734e-07,"PDK1"
2259.29280671773,-0.195504654232947,0.0357805257471793,-5.46399613058676,4.65533686570526e-08,7.48434926871076e-07,"CSK"
433.446117814642,0.11361409163017,0.0210117952874526,5.40715774525065,6.40327444959893e-08,9.83083292522543e-07,"ACVR1"
1301.21926284112,-0.207429559246093,0.0383670221990551,-5.40645448504997,6.42845534185395e-08,9.83083292522543e-07,"PRKD2"
1237.02579401688,-0.242186402409367,0.0456434014246121,-5.30605508902265,1.12023114948089e-07,1.67234507315362e-06,"CSF1R"
3621.15088957929,0.0775168612505061,0.0146535670096445,5.28996531694207,1.22339556696563e-07,1.78388144299407e-06,"STK24"
